state,name,lon,lat,region,ID
CA,Alta III,-118.304588,35.004196,SW,474
CA,Alta III,-118.280685,35.011395,SW,475
CA,Alta III,-118.267387,35.005997,SW,476
CA,Alta III,-118.268791,35.019794,SW,477
CA,Alta III,-118.270592,35.003796,SW,478
CA,Alta III,-118.305389,35.003296,SW,479
CA,Alta III,-118.26278700000002,35.011795,SW,480
CA,Alta III,-118.276291,35.014633,SW,481
CA,Alta III,-118.302284,35.010197,SW,482
CA,Alta III,-118.271286,35.018494,SW,483
CA,Alta III,-118.269989,35.019096000000005,SW,484
CA,Alta III,-118.30629,35.002296,SW,485
CA,Alta III,-118.30809,35.000496000000005,SW,486
CA,Alta III,-118.277489,35.013893,SW,487
CA,Alta III,-118.264091,35.008293,SW,488
CA,Alta III,-118.268387,35.005196000000005,SW,489
CA,Alta III,-118.303688,35.005196000000005,SW,490
CA,Alta III,-118.298592,35.012695,SW,491
CA,Alta III,-118.29938500000002,35.011696,SW,492
CA,Alta III,-118.267586,35.020496,SW,493
CA,Alta III,-118.259888,35.017197,SW,494
CA,Alta III,-118.29509,35.016796,SW,495
CA,Alta III,-118.260788,35.014996000000004,SW,496
CA,Alta IV,-118.264992,34.998493,SW,497
CA,Alta IV,-118.38478899999998,35.042194,SW,498
CA,Alta IV,-118.25779,35.025096999999995,SW,499
CA,Alta IV,-118.254486,35.036995000000005,SW,500
CA,Alta IV,-118.341988,35.035896,SW,501
CA,Alta IV,-118.388191,35.046696000000004,SW,502
CA,Alta IV,-118.388084,35.041393,SW,503
CA,Alta IV,-118.314186,35.051395,SW,504
CA,Alta IV,-118.39019,35.045094,SW,505
CA,Alta IV,-118.333687,35.038197,SW,506
CA,Alta IV,-118.319885,35.044395,SW,507
CA,Alta IV,-118.26799,34.997295,SW,508
CA,Alta IV,-118.355789,35.044094,SW,509
CA,Alta IV,-118.258286,35.023193,SW,510
CA,Alta IV,-118.359985,35.040695,SW,511
CA,Alta IV,-118.259491,35.018394,SW,512
CA,Alta IV,-118.269386,34.996696,SW,513
CA,Alta IV,-118.358185,35.042294,SW,514
CA,Alta IV,-118.27079,34.996395,SW,515
CA,Alta IV,-118.272186,34.995895000000004,SW,516
CA,Alta IV,-118.31839,35.044796000000005,SW,517
CA,Alta IV,-118.317184,35.050995,SW,518
CA,Alta IV,-118.385788,35.047497,SW,519
